verb,,active,passive,verb,bad,exclude,match
guide,3221,The expert guided the discussion.,The discussion was guided by the expert.,guide,,,True
guide,3215,The map guided the hikers.,The hikers were guided by the map.,guide,,,True
guide,3219,A professional guided the group.,The group was guided by a professional.,guide,,,True
guide,3220,The leaders guided the city.,The city was guided by the leaders.,guide,,,True
guide,3214,A mentor guided the young artist.,The young artist was guided by a mentor.,guide,,,True
gush,1265,The burst pipe gushed oil.  ,Oil was gushed by the burst pipe.,gush,,,True
gush,1264,The fountain gushed water.  ,Water was gushed by the fountain.,gush,,,True
gush,1267,The wound gushed blood.  ,Blood was gushed by the wound.,gush,,,True
gush,1263,The volcano gushed lava.  ,Lava was gushed by the volcano.,gush,,,True
gush,1266,The geyser gushed steam.  ,Steam was gushed by the geyser.,gush,,,True
guzzle,1973,The partygoer guzzled the punch.  ,The punch was guzzled by the partygoer.,guzzle,,,True
guzzle,1967,The driver guzzled the gasoline.  ,The gasoline was guzzled by the driver.,guzzle,,,True
guzzle,1971,The hiker guzzled the energy drink.  ,The energy drink was guzzled by the hiker.,guzzle,,,True
guzzle,1972,The coach guzzled the sports drink.  ,The sports drink was guzzled by the coach.,guzzle,,,True
guzzle,1966,A child guzzled the juice.  ,The juice was guzzled by a child.,guzzle,,,True
hammer,1381,The team hammered the sign.  ,The sign was hammered by the team.,hammer,,,True
hammer,1375,A child hammered the toy.  ,The toy was hammered by a child.,hammer,,,True
hammer,1379,A neighbor hammered the fence.  ,The fence was hammered by a neighbor.,hammer,,,True
hammer,1380,The mechanic hammered the exhaust.  ,The exhaust was hammered by the mechanic.,hammer,,,True
hammer,1374,The worker hammered the metal.  ,The metal was hammered by the worker.,hammer,,,True
hate,3957,The author hated the edits.,The edits were hated by the author.,hate,,,True
hate,3951,The dog hated the thunder.,The thunder was hated by the dog.,hate,,,True
hate,3955,The athlete hated the defeat.,The defeat was hated by the athlete.,hate,,,True
hate,3956,The moviegoer hated the film.,The film was hated by the moviegoer.,hate,,,True
hate,3950,The girl hated the vegetables.,The vegetables were hated by the girl.,hate,,,True
have,4250,The family had dinner.  ,Dinner was had by the family.,have,,,True
have,1225,The artist had an exhibition.  ,An exhibition was had by the artist.,have,,,True
have,1229,The student had a test.  ,A test was had by the student.,have,,,True
have,1230,The gardener had flowers.  ,Flowers were had by the gardener.,have,,,True
have,1224,The teacher had a meeting.  ,A meeting was had by the teacher.,have,,,True
"head (i.e., be at the top of)",4171,The painting headed the exhibition.  ,The exhibition was headed by the painting.,"head (i.e., be at the top of)",,,True
"head (i.e., be at the top of)",4165,The king headed the council.  ,The council was headed by the king.,"head (i.e., be at the top of)",,,True
"head (i.e., be at the top of)",4169,The book headed the reading list.  ,The reading list was headed by the book.,"head (i.e., be at the top of)",,,True
"head (i.e., be at the top of)",4170,The tree headed the garden.  ,The garden was headed by the tree.,"head (i.e., be at the top of)",,,True
"head (i.e., be at the top of)",4164,The flag headed the parade.  ,The parade was headed by the flag.,"head (i.e., be at the top of)",,,True
hear,3648,The friends heard the story.  ,The story was heard by the friends.,hear,,,True
hear,3643,The crowd heard the music.  ,The music was heard by the crowd.,hear,,,True
hear,3642,The teacher heard the noise.  ,The noise was heard by the teacher.,hear,,,True
hear,3647,The workers heard the news.  ,The news was heard by the workers.,hear,,,True
hear,3641,The students heard the announcement.  ,The announcement was heard by the students.,hear,,,True
heat,2168,The firefighter heated the metal bar.,The metal bar was heated by the firefighter.,heat,,,True
heat,2162,The family heated the house.,The house was heated by the family.,heat,,,True
heat,2166,The appliance heated the oil.,The oil was heated by the appliance.,heat,,,True
heat,2167,The engineer heated the mixture.,The mixture was heated by the engineer.,heat,,,True
heat,2161,The sun heated the pavement.,The pavement was heated by the sun.,heat,,,True
help,3239,The doctor helped the patient.,The patient was helped by the doctor.,help,,,True
help,3233,The coach helped the team.,The team was helped by the coach.,help,,,True
help,3237,A parent helped the toddler.,The toddler was helped by a parent.,help,,,True
help,3238,The guide helped the tourists.,The tourists were helped by the guide.,help,,,True
help,3232,A friend helped the woman.,The woman was helped by a friend.,help,,,True
hide,779,The librarian hid the book.  ,The book was hidden by the librarian.,hide,,,True
hide,773,The dog hid the bone.  ,The bone was hidden by the dog.,hide,,,True
hide,777,A soldier hid the weapon.  ,The weapon was hidden by a soldier.,hide,,,True
hide,778,The artist hid the painting.  ,The painting was hidden by the artist.,hide,,,True
hide,772,A child hid the candy.  ,The candy was hidden by a child.,hide,,,True
hit,2456,The musician hit the note.,The note was hit by the musician.,hit,,,True
hit,2450,A dog hit the fence.,The fence was hit by a dog.,hit,,,True
hit,2454,A player hit the goal.,The goal was hit by a player.,hit,,,True
hit,2455,The artist hit the canvas.,The canvas was hit by the artist.,hit,,,True
hit,2449,The coach hit the ball.,The ball was hit by the coach.,hit,,,True
hoist,2245,The operator hoisted the platform.,The platform was hoisted by the operator.,hoist,,,True
hoist,2239,The crane hoisted the load.,The load was hoisted by the crane.,hoist,,,True
hoist,2243,The soldiers hoisted the banner.,The banner was hoisted by the soldiers.,hoist,,,True
hoist,2244,The volunteers hoisted the canvas.,The canvas was hoisted by the volunteers.,hoist,,,True
hoist,2238,The team hoisted the trophy.,The trophy was hoisted by the team.,hoist,,,True
hold,2447,The athlete held the record.,The record was held by the athlete.,hold,,,True
hold,768,The artist held a brush.,A brush was held by the artist.,hold,,,True
hold,767,A child held a toy.,A toy was held by a child.,hold,,,True
hold,2446,The captain held the trophy.,The trophy was held by the captain.,hold,,,True
hold,766,The teacher held a book.,A book was held by the teacher.,hold,,,True
"hold (i.e., accomdate a certain number of people)",4237,The exhibition space held numerous artworks.,Numerous artworks were held by the exhibition space.,"hold (i.e., accomdate a certain number of people)",,,True
"hold (i.e., accomdate a certain number of people)",1189,The conference center held several events.,Several events were held by the conference center.,"hold (i.e., accomdate a certain number of people)",,,True
"hold (i.e., accomdate a certain number of people)",1188,The venue held a large crowd.,A large crowd was held by the venue.,"hold (i.e., accomdate a certain number of people)",,,True
"hold (i.e., accomdate a certain number of people)",1187,The theater held two hundred people.,Two hundred people were held by the theater.,"hold (i.e., accomdate a certain number of people)",,,True
"hold (i.e., accomdate a certain number of people)",1191,The banquet hall held several tables.,Several tables were held by the banquet hall.,"hold (i.e., accomdate a certain number of people)",,,True
horrify,3443,The book's ending horrified the fans.  ,The fans were horrified by the book's ending.,horrify,,,True
horrify,3437,The graphic image horrified the children.  ,The children were horrified by the graphic image.,horrify,,,True
horrify,3441,The crime scene horrified the detectives.  ,The detectives were horrified by the crime scene.,horrify,,,True
horrify,3442,The documentary horrified the viewers.  ,The viewers were horrified by the documentary.,horrify,,,True
horrify,3436,The news horrified the community.  ,The community was horrified by the news.,horrify,,,True
house,4240,The developer housed the new apartments on the property.  ,The new apartments were housed by the developer on the property.,house,,,True
house,1193,The group housed their supplies in the shed.  ,Their supplies were housed in the shed by the group.,house,,,True
house,1192,The family housed a stray dog.  ,A stray dog was housed by the family.,house,,,True
house,4239,The organization housed the refugees for the winter.  ,The refugees were housed by the organization for the winter.,house,,,True
house,296,The museum housed ancient artifacts from Greece.  ,Ancient artifacts from Greece were housed by the museum.,house,,,True
hug,2925,The teacher hugged the student.,The student was hugged by the teacher.,hug,,,True
hug,859,The friend hugged a tree.,A tree was hugged by the friend.,hug,,,True
hug,858,A sister hugged her brother.,Her brother was hugged by a sister.,hug,,,True
hug,863,A parent hugged a child.,A child was hugged by a parent.,hug,,,True
hug,857,The child hugged a teddy bear.,A teddy bear was hugged by the child.,hug,,,True
hum,1836,The crowd hummed the anthem.,The anthem was hummed by the crowd.,hum,,,True
hum,506,The child hummed a melody.,A melody was hummed by the child.,hum,,,True
hum,505,The singer hummed a tune.,A tune was hummed by the singer.,hum,,,True
hum,1835,The artist hummed the refrain.,The refrain was hummed by the artist.,hum,,,True
hum,37,The musician hummed a beat.,A beat was hummed by the musician.,hum,,,False
hurt,3028,The cold hurt the plants.,The plants were hurt by the cold.,hurt,,,True
hurt,3022,The coach hurt the player's confidence.,The player's confidence was hurt by the coach.,hurt,,,True
hurt,3021,The dog hurt the cat.,The cat was hurt by the dog.,hurt,,,True
hurt,3027,The accident hurt the driver.,The driver was hurt by the accident.,hurt,,,True
hurt,891,The argument hurt their friendship.,Their friendship was hurt by the argument.,hurt,,,True
