active,passive,verb,bad,exclude,match,content_match,parse_match,Vtypefull,Vtype,VtypeNEW,Verb,Vno,Passivizable,Participle,CoreSet,CountTot,CountTrans,CountInt,CountPass,CountPeri,CountOther,A_cause_B_change,A_enable,A_doingsomething_B,A_responsible,A_physical_contact,B_state_change,B_responsible,A_deliberately_V_B,B_affected,B_adversely_affected,FACA,FACB,FACC
the toddler ate the apple.,the apple was eaten by the toddler.,eat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,eat,V156,Y,PART,Y,30277,7575.0,7113.0,101,6.0,2746.0,8.2,7.2,8.5,8.1,8.5,8.0,3.3,7.9,7.2,6.2,1.31636,-0.40818,-0.39414
the athlete ate the bananas.,the bananas were eaten by the athlete.,eat,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,eat,V156,Y,PART,Y,30277,7575.0,7113.0,101,6.0,2746.0,8.2,7.2,8.5,8.1,8.5,8.0,3.3,7.9,7.2,6.2,1.31636,-0.40818,-0.39414
the gardener raised many flowers.,many flowers were raised by the gardener.,raise,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
the teacher raised a question.,a question was raised by the teacher.,raise,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
the children raised their hands.,their hands were raised by the children.,raise,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
the organization raised funds.,funds were raised by the organization.,raise,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
the committee raised a concern.,a concern was raised by the committee.,raise,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
the parents raised a toast.,a toast was raised by the parents.,raise,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
a chef raised his knife.,his knife was raised by a chef.,raise,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
the artist sprayed some paint.,some paint was sprayed by the artist.,spray,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,spray,V166,Y,REG,N,732,,,2,,,7.2,7.5,7.6,7.5,5.7,7.5,3.8,7.7,7.4,5.5,0.80795,0.07505,0.18373
the chef squirted lemon juice.,lemon juice was squirted by the chef.,squirt,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squirt,V167,Y,REG,N,140,,,1,,,6.8,7.4,7.0,6.4,6.0,6.7,3.0,7.3,7.0,4.6,0.40977,-0.91592,-0.22421
a clown squirted whipped cream.,whipped cream was squirted by a clown.,squirt,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squirt,V167,Y,REG,N,140,,,1,,,6.8,7.4,7.0,6.4,6.0,6.7,3.0,7.3,7.0,4.6,0.40977,-0.91592,-0.22421
the container squirted fertilizer.,fertilizer was squirted by the the container.,squirt,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squirt,V167,Y,REG,N,140,,,1,,,6.8,7.4,7.0,6.4,6.0,6.7,3.0,7.3,7.0,4.6,0.40977,-0.91592,-0.22421
a bottle squirted ketchup.,ketchup was squirted by a bottle.,squirt,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squirt,V167,Y,REG,N,140,,,1,,,6.8,7.4,7.0,6.4,6.0,6.7,3.0,7.3,7.0,4.6,0.40977,-0.91592,-0.22421
the dispenser squirted soap.,soap was squirted by the dispenser.,squirt,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squirt,V167,Y,REG,N,140,,,1,,,6.8,7.4,7.0,6.4,6.0,6.7,3.0,7.3,7.0,4.6,0.40977,-0.91592,-0.22421
the engine squirted oil.,oil was squirted by the engine.,squirt,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squirt,V167,Y,REG,N,140,,,1,,,6.8,7.4,7.0,6.4,6.0,6.7,3.0,7.3,7.0,4.6,0.40977,-0.91592,-0.22421
the cat soaked its paws.,its paws were soaked by the cat.,soak,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,soak,V169,Y,REG,N,906,,,4,,,7.6,7.7,7.4,7.7,7.3,7.4,3.4,7.9,7.5,4.7,0.95163,-0.19665,-0.52783
the scientist trapped a rabbit.,a rabbit was trapped by the scientist.,trap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,trap,V170,Y,REG,N,1949,,,53,,,7.9,7.6,7.6,7.3,5.9,8.2,3.0,7.5,7.6,7.3,1.12081,-0.77397,0.31266
the farmer trapped a fox.,a fox was trapped by the farmer.,trap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,trap,V170,Y,REG,N,1949,,,53,,,7.9,7.6,7.6,7.3,5.9,8.2,3.0,7.5,7.6,7.3,1.12081,-0.77397,0.31266
the child trapped an insect.,an insect was trapped by the child.,trap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,trap,V170,Y,REG,N,1949,,,53,,,7.9,7.6,7.6,7.3,5.9,8.2,3.0,7.5,7.6,7.3,1.12081,-0.77397,0.31266
the hunter trapped a bird.,a bird was trapped by the hunter.,trap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,trap,V170,Y,REG,N,1949,,,53,,,7.9,7.6,7.6,7.3,5.9,8.2,3.0,7.5,7.6,7.3,1.12081,-0.77397,0.31266
the trapper trapped a raccoon.,a raccoon was trapped by the trapper.,trap,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,trap,V170,Y,REG,N,1949,,,53,,,7.9,7.6,7.6,7.3,5.9,8.2,3.0,7.5,7.6,7.3,1.12081,-0.77397,0.31266
the committee expelled a member.,a member was expelled by the committee.,expel,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,expel,V172,Y,REG,N,824,,,9,,,7.7,7.5,7.3,6.1,3.5,8.0,4.2,8.1,7.9,7.3,0.7835,0.08062,1.88411
the club expelled an unruly attendee.,an unruly attendee was expelled by the club.,expel,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,expel,V172,Y,REG,N,824,,,9,,,7.7,7.5,7.3,6.1,3.5,8.0,4.2,8.1,7.9,7.3,0.7835,0.08062,1.88411
the woman carried a heavy load.,a heavy load was carried by the woman.,carry,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,carry,V179,Y,REG,Y,29917,,,115,,,6.6,7.3,7.7,7.6,8.4,6.7,2.6,8.4,6.5,4.2,0.78498,-0.46922,-1.56056
the cat caught a mouse.,a mouse was caught by the cat.,catch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the fisherman caught three fish.,three fish were caught by the fisherman.,catch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the dog caught a frisbee.,a frisbee was caught by the dog.,catch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the committee chose the best candidate.,the best candidate was chosen by the committee.,choose,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
the team chose a new captain.,a new captain was chosen by the team.,choose,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
the student chose a difficult topic.,a difficult topic was chosen by the student.,choose,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
the artist chose vibrant colors.,vibrant colors were chosen by the artist.,choose,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
the judge chose the winner.,the winner was chosen by the judge.,choose,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
the parents chose a name.,a name was chosen by the parents.,choose,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
the group chose an impressive location.,an impressive location was chosen by the group.,choose,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
the child found a toy.,a toy was found by the child.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the detective found a clue.,a clue was found by the detective.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the gardener found buried treasure.,buried treasure was found by the gardener.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the team found a solution.,a solution was found by the team.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the hiker found a lost dog.,a lost dog was found by the hiker.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the artist found inspiration.,inspiration was found by the artist.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the archaeologist found ancient pottery.,ancient pottery was found by the archaeologist.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the scientist found a cure.,a cure was found by the scientist.,find,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,find,V186,Y,IRR,N,93490,,,228,,,5.4,6.3,6.1,6.9,3.4,6.0,4.4,6.4,5.2,3.1,-0.58448,0.12416,0.17274
the teacher held a book.,a book was held by the teacher.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
a child held a toy.,a toy was held by a child.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
the artist held a brush.,a brush was held by the artist.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
the mother held her baby.,her baby was held by the mother.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
the group held a meeting.,a meeting was held by the group.,hold,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
the cat hid the toy.,the toy was hidden by the cat.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
a child hid the candy.,the candy was hidden by a child.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
the dog hid the bone.,the bone was hidden by the dog.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
the thief hid the valuables.,the valuables were hidden by the thief.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
sarah hid the letter.,the letter was hidden by sarah.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
the magician hid the cards.,the cards were hidden by the magician.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
a soldier hid the weapon.,the weapon was hidden by a soldier.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
the artist hid the painting.,the painting was hidden by the artist.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
the librarian hid the book.,the book was hidden by the librarian.,hide,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,hide,V189,Y,PART,N,5881,,,64,,,7.3,7.2,7.0,7.1,4.6,7.9,3.5,7.9,6.5,5.9,0.62954,-0.11529,0.29446
the child threw the ball.,the ball was thrown by the child.,throw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
a player threw a frisbee.,a frisbee was thrown by a player.,throw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
the coach threw a challenge flag.,a challenge flag was thrown by the coach.,throw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
the girl threw the paper.,the paper was thrown by the girl.,throw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
the teacher threw the book.,the book was thrown by the teacher.,throw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
the athlete threw the discus.,the discus was thrown by the athlete.,throw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
the toddler threw the toy.,the toy was thrown by the toddler.,throw,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
the dog bit the bone.,the bone was bitten by the dog.,bite,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
a child bit the cookie.,the cookie was bitten by a child.,bite,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
the snake bit the rabbit.,the rabbit was bitten by the snake.,bite,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
the horse bit the grass.,the grass was bitten by the horse.,bite,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
the insect bit the fruit.,the fruit was bitten by the insect.,bite,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
a cat bit the toy.,the toy was bitten by a cat.,bite,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
the wolf bit the deer.,the deer was bitten by the wolf.,bite,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
a girl pinched a cookie.,a cookie was pinched by a girl.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the thief pinched a wallet.,a wallet was pinched by the thief.,pinch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,pinch,V200,Y,REG,N,585,,,3,,,7.2,8.3,7.5,7.2,8.7,7.2,3.3,7.8,7.5,8.0,1.21287,-0.65512,0.12684
the fighter punched his rival.,his rival was punched by the fighter.,punch,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,punch,V201,Y,REG,N,896,446.0,109.0,2,0.0,320.0,7.7,7.7,8.7,8.0,8.6,8.7,4.1,8.1,8.0,8.7,1.63184,0.03422,0.86674
the artist stroked his brush.,his brush was stroked by the artist.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
a father stroked his daughter's hair.,his daughter's hair was stroked by a father.,stroke,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,stroke,V207,Y,REG,N,1177,839.0,82.0,1,0.0,244.0,6.4,7.2,7.5,6.9,8.6,6.6,3.5,7.7,5.8,3.7,0.41563,-0.44952,-0.83272
the child tickled the puppy.,the puppy was tickled by the child.,tickle,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,tickle,V208,Y,REG,N,261,138.0,32.0,2,0.0,85.0,7.6,7.5,7.4,7.9,7.5,6.6,3.7,7.6,6.5,4.8,0.7347,-0.01883,-0.63782
the journalist copied the interview.,the interview was copied by the journalist.,copy,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,copy,V212,Y,REG,N,1960,,,28,,,5.2,6.6,7.1,7.2,2.8,5.1,3.5,8.0,4.5,3.6,-0.35137,0.71267,-0.92142
the crew filmed a movie.,a movie was filmed by the crew.,film,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,film,V213,Y,REG,N,910,,,17,,,5.9,6.3,6.8,7.6,1.9,4.2,4.1,7.7,3.5,4.1,-0.5846,1.18092,-0.66666
the artist filmed a music video.,a music video was filmed by the artist.,film,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,film,V213,Y,REG,N,910,,,17,,,5.9,6.3,6.8,7.6,1.9,4.2,4.1,7.7,3.5,4.1,-0.5846,1.18092,-0.66666
the child photographed a butterfly.,a butterfly was photographed by the child.,photograph,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,photograph,V214,Y,REG,N,863,,,7,,,3.6,5.9,7.7,7.0,2.0,3.9,3.9,8.7,3.3,3.4,-0.80341,1.52476,-0.96329
a couple photographed their wedding.,their wedding was photographed by a couple.,photograph,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,photograph,V214,Y,REG,N,863,,,7,,,3.6,5.9,7.7,7.0,2.0,3.9,3.9,8.7,3.3,3.4,-0.80341,1.52476,-0.96329
the producer recorded a song.,a song was recorded by the producer.,record,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,record,V215,Y,REG,N,9550,,,87,,,5.0,7.2,6.8,7.4,2.1,4.1,4.1,7.8,3.6,3.4,-0.60627,1.38453,-1.016
the musician recorded a track.,a track was recorded by the musician.,record,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,record,V215,Y,REG,N,9550,,,87,,,5.0,7.2,6.8,7.4,2.1,4.1,4.1,7.8,3.6,3.4,-0.60627,1.38453,-1.016
the child squashed a bug.,a bug was squashed by the child.,squash,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squash,V217,Y,REG,Y,262,96.0,1.0,9,1.0,146.0,8.3,7.2,8.6,7.6,8.0,7.9,3.9,7.8,8.4,7.6,1.40385,-0.32894,0.86121
the athlete squeezed a ball.,a ball was squeezed by the athlete.,squeeze,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,squeeze,V218,Y,REG,N,1911,,,19,,,7.3,7.5,6.9,7.5,8.8,7.3,2.6,7.8,6.4,4.8,0.82882,-0.97546,-1.26644
the archer shot an arrow.,an arrow was shot by the archer.,shoot,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shoot,V221,Y,REG,N,7266,,,88,,,8.9,8.6,8.2,7.7,5.9,8.9,3.3,8.5,8.3,7.6,1.70482,0.02262,0.36879
the hunter shot a deer.,a deer was shot by the hunter.,shoot,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shoot,V221,Y,REG,N,7266,,,88,,,8.9,8.6,8.2,7.7,5.9,8.9,3.3,8.5,8.3,7.6,1.70482,0.02262,0.36879
the crew shot a film.,a film was shot by the crew.,shoot,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shoot,V221,Y,REG,N,7266,,,88,,,8.9,8.6,8.2,7.7,5.9,8.9,3.3,8.5,8.3,7.6,1.70482,0.02262,0.36879
the artist shot a photo.,a photo was shot by the artist.,shoot,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,shoot,V221,Y,REG,N,7266,,,88,,,8.9,8.6,8.2,7.7,5.9,8.9,3.3,8.5,8.3,7.6,1.70482,0.02262,0.36879
the dog left a bone.,a bone was left by the dog.,leave,,,TRUE,TRUE,TRUE,Basic AP (reversible),Basic,(a) Agent-Patient,leave,V222,Y,IRR,N,60461,37549.0,7057.0,32,4.0,15454.0,6.0,7.9,6.3,7.3,1.8,6.0,4.2,8.6,5.1,6.0,0.09086,1.4415,0.13815
