Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
examine,V355,2b,(c) Experiencer-Theme,Bob was examined by Wendy,Wendy examined Bob,-21.857845306396484,-25.428499221801758,3.5706539154052734
excuse,V235,2a,(a) Agent-Patient,Bob was excused by Wendy,Wendy excused Bob,-22.811147689819336,-29.2549991607666,6.443851470947266
execute,V277,2a,(a) Agent-Patient,Bob was executed by Wendy,Wendy executed Bob,-21.899555206298828,-24.94854736328125,3.048992156982422
expel,V172,2a,(a) Agent-Patient,Bob was expelled by Wendy,Wendy expelled Bob,-22.122892379760742,-26.61684799194336,4.493955612182617
fascinate,V321,2b,(b) Theme-Experiencer,Bob was fascinated by Wendy,Wendy fascinated Bob,-22.846269607543945,-24.87403106689453,2.027761459350586
fear,V389,2b,(c) Experiencer-Theme,Bob was feared by Wendy,Wendy feared Bob,-21.92383575439453,-27.37041473388672,5.4465789794921875
feed,V271,2b,(a) Agent-Patient,Bob was fed by Wendy,Wendy fed Bob,-21.81219482421875,-26.827119827270508,5.014925003051758
film,V213,2b,(a) Agent-Patient,Bob was filmed by Wendy,Wendy filmed Bob,-21.948719024658203,-25.081523895263672,3.1328048706054688
fit,V446,2a,(e) Non-Passivizable,Bob was fitted by the jeans,The jeans fitted Bob,-27.338825225830078,-26.604534149169922,-0.7342910766601562
fit,V446,2b,(e) Non-Passivizable,Bob was fitted by the jeans,The jeans fitted Bob,-27.338825225830078,-26.604534149169922,-0.7342910766601562
follow,V290,2a,(a) Agent-Patient,Bob was followed by Wendy,Wendy followed Bob,-21.684524536132812,-23.447147369384766,1.7626228332519531
forgive,V236,2a,(a) Agent-Patient,Bob was forgiven by Wendy,Wendy forgave Bob,-23.09211540222168,-28.15789031982422,5.065774917602539
forget,V390,2b,(c) Experiencer-Theme,Bob was forgotten by Wendy,Wendy forgot Bob,-22.07320785522461,-26.793155670166016,4.719947814941406
fight,V259,2b,(a) Agent-Patient,Bob was fought by Wendy,Wendy fought Bob,-21.81396484375,-27.092649459838867,5.278684616088867
find,V186,2b,(a) Agent-Patient,Bob was found by Wendy,Wendy found Bob,-21.257200241088867,-24.394283294677734,3.137083053588867
frighten,V322,2a,(b) Theme-Experiencer,Bob was frightened by Wendy,Wendy frightened Bob,-22.132976531982422,-27.402626037597656,5.269649505615234
gaze at,V366,2b,(c) Experiencer-Theme,Bob was gazed at by Wendy,Wendy gazed at Bob,-24.648651123046875,-30.97041893005371,6.321767807006836
glimpse,V356,2a,(c) Experiencer-Theme,Bob was glimpsed by Wendy,Wendy glimpsed Bob,-22.553497314453125,-28.99734878540039,6.443851470947266
gossip,V267,2a,(a) Agent-Patient,Bob was gossiped with by Wendy,Wendy gossiped with Bob,-26.403322219848633,-32.77460861206055,6.371286392211914
grab,V187,2b,(a) Agent-Patient,Bob was grabbed by Wendy,Wendy grabbed Bob,-21.960262298583984,-25.736652374267578,3.7763900756835938
greet,V237,2b,(a) Agent-Patient,Bob was greeted by Wendy,Wendy greeted Bob,-22.321369171142578,-23.937618255615234,1.6162490844726562
groom,V274,2a,(a) Agent-Patient,Bob was groomed by Wendy,Wendy groomed Bob,-22.516971588134766,-26.244224548339844,3.727252960205078
guide,V298,2a,(a) Agent-Patient,Bob was guided by Wendy,Wendy guided Bob,-21.88652229309082,-25.12045669555664,3.2339344024658203
hate,V391,2a,(c) Experiencer-Theme,Bob was hated by Wendy,Wendy hated Bob,-21.889747619628906,-26.867050170898438,4.977302551269531
hear,V348,2b,(c) Experiencer-Theme,Bob was heard by Wendy,Wendy heard Bob,-21.723224639892578,-26.06878662109375,4.345561981201172
hold,V188,2a,(a) Agent-Patient,Bob was held by Wendy,Wendy held Bob,-21.400123596191406,-23.87808609008789,2.4779624938964844
help,V300,2b,(a) Agent-Patient,Bob was helped by Wendy,Wendy helped Bob,-21.3279972076416,-25.854217529296875,4.526220321655273
hide,V189,2b,(a) Agent-Patient,Bob was hidden by Wendy,Wendy hid Bob,-22.150184631347656,-25.367923736572266,3.2177391052246094
hit,V191,2b,(a) Agent-Patient,Bob was hit by Wendy,Wendy hit Bob,-21.240394592285156,-24.34385871887207,3.103464126586914
hoist,V159,2a,(a) Agent-Patient,Bob was hoisted by Wendy,Wendy hoisted Bob,-22.647239685058594,-27.057903289794922,4.410663604736328
horrify,V323,2b,(b) Theme-Experiencer,Bob was horrified by Wendy,Wendy horrified Bob,-22.354284286499023,-24.987812042236328,2.6335277557373047
hug,V257,2a,(a) Agent-Patient,Bob was hugged by Wendy,Wendy hugged Bob,-22.371337890625,-28.815189361572266,6.443851470947266
hurt,V272,2a,(a) Agent-Patient,Bob was hurt by Wendy,Wendy hurt Bob,-21.689369201660156,-24.872509002685547,3.1831398010253906
idolize,V372,2b,(c) Experiencer-Theme,Bob was idolized by Wendy,Wendy idolized Bob,-23.09211540222168,-29.535966873168945,6.443851470947266
ignore,V349,2b,(c) Experiencer-Theme,Bob was ignored by Wendy,Wendy ignored Bob,-21.82591438293457,-25.87204360961914,4.04612922668457
impress,V324,2a,(b) Theme-Experiencer,Bob was impressed by Wendy,Wendy impressed Bob,-22.130599975585938,-24.239532470703125,2.1089324951171875
infuriate,V325,2a,(b) Theme-Experiencer,Bob was infuriated by Wendy,Wendy infuriated Bob,-22.322336196899414,-27.279804229736328,4.957468032836914
inspect,V357,2b,(c) Experiencer-Theme,Bob was inspected by Wendy,Wendy inspected Bob,-22.282554626464844,-26.21649742126465,3.9339427947998047
instruct,V269,2b,(a) Agent-Patient,Bob was instructed by Wendy,Wendy instructed Bob,-22.002056121826172,-25.500343322753906,3.4982872009277344
insult,V242,2b,(a) Agent-Patient,Bob was insulted by Wendy,Wendy insulted Bob,-22.576364517211914,-27.318395614624023,4.742031097412109
investigate,V358,2a,(c) Experiencer-Theme,Bob was investigated by Wendy,Wendy investigated Bob,-22.005870819091797,-24.895479202270508,2.889608383178711
irritate,V326,2b,(b) Theme-Experiencer,Bob was irritated by Wendy,Wendy irritated Bob,-22.42694091796875,-27.291921615600586,4.864980697631836
kick,V192,2a,(a) Agent-Patient,Bob was kicked by Wendy,Wendy kicked Bob,-21.955907821655273,-26.687881469726562,4.731973648071289
kill,V278,2b,(a) Agent-Patient,Bob was killed by Wendy,Wendy killed Bob,-21.56812286376953,-23.552566528320312,1.9844436645507812
kiss,V204,2b,(a) Agent-Patient,Bob was kissed by Wendy,Wendy kissed Bob,-22.30885887145996,-28.752710342407227,6.443851470947266
knife,V282,2b,(a) Agent-Patient,Bob was knifed by Wendy,Wendy knifed Bob,-23.290185928344727,-29.734037399291992,6.443851470947266
knock,V193,2b,(a) Agent-Patient,Bob was knocked by Wendy,Wendy knocked Bob,-21.937061309814453,-26.949234008789062,5.012172698974609
know,V373,2b,(c) Experiencer-Theme,Bob was known by Wendy,Wendy knew Bob,-21.719825744628906,-24.66315460205078,2.943328857421875
lead,V299,2b,(a) Agent-Patient,Bob was led by Wendy,Wendy led Bob,-21.547222137451172,-24.096349716186523,2.5491275787353516
leave,V222,2a,(a) Agent-Patient,Bob was left by Wendy,Wendy left Bob,-21.119367599487305,-25.010051727294922,3.890684127807617
lick,V205,2a,(a) Agent-Patient,Bob was licked by Wendy,Wendy licked Bob,-22.95059585571289,-29.394445419311523,6.443849563598633
lift,V160,2b,(a) Agent-Patient,Bob was lifted by Wendy,Wendy lifted Bob,-22.040857315063477,-26.864944458007812,4.824087142944336
like,V374,2a,(c) Experiencer-Theme,Bob was liked by Wendy,Wendy liked Bob,-21.92985725402832,-27.184404373168945,5.254547119140625
listen to,V367,2a,(c) Experiencer-Theme,Bob was listened to by Wendy,Wendy listened to Bob,-22.962827682495117,-29.181804656982422,6.218976974487305
loathe,V392,2b,(c) Experiencer-Theme,Bob was loathed by Wendy,Wendy loathed Bob,-23.09211540222168,-29.535966873168945,6.443851470947266
look at,V368,2b,(c) Experiencer-Theme,Bob was looked at by Wendy,Wendy looked at Bob,-22.2769775390625,-28.598745346069336,6.321767807006836
love,V375,2b,(c) Experiencer-Theme,Bob was loved by Wendy,Wendy loved Bob,-21.802980422973633,-26.611141204833984,4.808160781860352
lower,V161,2a,(a) Agent-Patient,Bob was lowered by Wendy,Wendy lowered Bob,-22.016555786132812,-26.10342025756836,4.086864471435547
marry,V258,2a,(a) Agent-Patient,Bob was married by Wendy,Wendy married Bob,-21.770008087158203,-25.823028564453125,4.053020477294922
meet,V260,2a,(a) Agent-Patient,Bob was met by Wendy,Wendy met Bob,-21.468772888183594,-25.195653915405273,3.7268810272216797
miss,V376,2a,(c) Experiencer-Theme,Bob was missed by Wendy,Wendy missed Bob,-21.663528442382812,-25.968122482299805,4.304594039916992
mock,V243,2a,(a) Agent-Patient,Bob was mocked by Wendy,Wendy mocked Bob,-22.061004638671875,-26.220834732055664,4.159830093383789
move,V176,2a,(a) Agent-Patient,Bob was moved by Wendy,Wendy moved Bob,-21.60488510131836,-25.025039672851562,3.420154571533203
murder,V279,2a,(a) Agent-Patient,Bob was murdered by Wendy,Wendy murdered Bob,-21.96769142150879,-24.104812622070312,2.1371212005615234
notice,V350,2a,(c) Experiencer-Theme,Bob was noticed by Wendy,Wendy noticed Bob,-21.775686264038086,-26.024883270263672,4.249197006225586
observe,V359,2b,(c) Experiencer-Theme,Bob was observed by Wendy,Wendy observed Bob,-21.693416595458984,-25.264890670776367,3.571474075317383
overhear,V360,2a,(c) Experiencer-Theme,Bob was overheard by Wendy,Wendy overheard Bob,-22.576364517211914,-29.020214080810547,6.443849563598633
pat,V206,2b,(a) Agent-Patient,Bob was patted by Wendy,Wendy patted Bob,-22.612586975097656,-29.05643653869629,6.443849563598633
photograph,V214,2a,(a) Agent-Patient,Bob was photographed by Wendy,Wendy photographed Bob,-22.237852096557617,-25.254552841186523,3.0167007446289062
pinch,V200,2a,(a) Agent-Patient,Bob was pinched by Wendy,Wendy pinched Bob,-22.95059585571289,-29.394445419311523,6.443849563598633
please,V327,2a,(b) Theme-Experiencer,Bob was pleased by Wendy,Wendy pleased Bob,-22.411338806152344,-25.713607788085938,3.3022689819335938
poke,V203,2a,(a) Agent-Patient,Bob was poked by Wendy,Wendy poked Bob,-22.56641387939453,-29.010265350341797,6.443851470947266
praise,V238,2a,(a) Agent-Patient,Bob was praised by Wendy,Wendy praised Bob,-21.744171142578125,-26.159446716308594,4.415275573730469
provoke,V328,2a,(b) Theme-Experiencer,Bob was provoked by Wendy,Wendy provoked Bob,-22.278335571289062,-27.122785568237305,4.844449996948242
pull,V181,2b,(a) Agent-Patient,Bob was pulled by Wendy,Wendy pulled Bob,-21.620742797851562,-26.077529907226562,4.456787109375
punch,V201,2b,(a) Agent-Patient,Bob was punched by Wendy,Wendy punched Bob,-22.103200912475586,-26.767900466918945,4.664699554443359
punish,V244,2b,(a) Agent-Patient,Bob was punished by Wendy,Wendy punished Bob,-22.240867614746094,-24.828414916992188,2.5875473022460938
pursue,V291,2b,(a) Agent-Patient,Bob was pursued by Wendy,Wendy pursued Bob,-21.948944091796875,-26.51534080505371,4.566396713256836
push,V182,2a,(a) Agent-Patient,Bob was pushed by Wendy,Wendy pushed Bob,-21.77352523803711,-25.49945831298828,3.725933074951172
puzzle,V329,2b,(b) Theme-Experiencer,Bob was puzzled by Wendy,Wendy puzzled Bob,-22.266101837158203,-25.451671600341797,3.1855697631835938
quarrel with,V251,2b,(a) Agent-Patient,Bob was quarrelled with by Wendy,Wendy quarrelled with Bob,-26.403322219848633,-32.77460861206055,6.371286392211914
race,V288,2b,(a) Agent-Patient,Bob was raced by Wendy,Wendy raced Bob,-22.05362319946289,-28.497472763061523,6.443849563598633
raise,V162,2b,(a) Agent-Patient,Bob was raised by Wendy,Wendy raised Bob,-21.576501846313477,-24.105321884155273,2.528820037841797
reassure,V330,2a,(b) Theme-Experiencer,Bob was reassured by Wendy,Wendy reassured Bob,-22.362699508666992,-26.762134552001953,4.399435043334961
recognize,V361,2a,(c) Experiencer-Theme,Bob was recognized by Wendy,Wendy recognized Bob,-21.777999877929688,-24.55290412902832,2.774904251098633
record,V215,2b,(a) Agent-Patient,Bob was recorded by Wendy,Wendy recorded Bob,-21.45543670654297,-24.46786880493164,3.012432098388672
remember,V362,2a,(c) Experiencer-Theme,Bob was remembered by Wendy,Wendy remembered Bob,-22.031463623046875,-27.609716415405273,5.578252792358398
remove,V171,2a,(a) Agent-Patient,Bob was removed by Wendy,Wendy removed Bob,-21.742626190185547,-24.715423583984375,2.972797393798828
repulse,V331,2b,(b) Theme-Experiencer,Bob was repulsed by Wendy,Wendy repulsed Bob,-23.16590118408203,-27.953481674194336,4.787580490112305
rescue,V155,2a,(a) Agent-Patient,Bob was rescued by Wendy,Wendy rescued Bob,-21.977596282958984,-26.06603240966797,4.088436126708984
resent,V393,2a,(c) Experiencer-Theme,Bob was resented by Wendy,Wendy resented Bob,-22.550140380859375,-28.99399185180664,6.443851470947266
respect,V377,2a,(c) Experiencer-Theme,Bob was respected by Wendy,Wendy respected Bob,-21.852813720703125,-26.13387680053711,4.281063079833984
reward,V231,2a,(a) Agent-Patient,Bob was rewarded by Wendy,Wendy rewarded Bob,-22.450843811035156,-26.836885452270508,4.386041641235352
rob,V230,2b,(a) Agent-Patient,Bob was robbed by Wendy,Wendy robbed Bob,-22.277448654174805,-25.89260482788086,3.6151561737060547
roll,V177,2b,(a) Agent-Patient,Bob was rolled by Wendy,Wendy rolled Bob,-21.941123962402344,-26.907001495361328,4.965877532958984
sadden,V332,2a,(b) Theme-Experiencer,Bob was saddened by Wendy,Wendy saddened Bob,-22.652462005615234,-24.89954948425293,2.2470874786376953
scare,V333,2b,(b) Theme-Experiencer,Bob was scared by Wendy,Wendy scared Bob,-21.938247680664062,-26.51011848449707,4.571870803833008
scold,V245,2a,(a) Agent-Patient,Bob was scolded by Wendy,Wendy scolded Bob,-22.51544761657715,-27.75802993774414,5.242582321166992
scratch,V202,2a,(a) Agent-Patient,Bob was scratched by Wendy,Wendy scratched Bob,-22.207876205444336,-27.080581665039062,4.872705459594727
see,V351,2b,(c) Experiencer-Theme,Bob was seen by Wendy,Wendy saw Bob,-21.354305267333984,-24.459793090820312,3.105487823486328
sense,V352,2a,(c) Experiencer-Theme,Bob was sensed by Wendy,Wendy sensed Bob,-22.67165184020996,-27.98179817199707,5.310146331787109
shadow,V292,2a,(a) Agent-Patient,Bob was shadowed by Wendy,Wendy shadowed Bob,-22.656343460083008,-27.266632080078125,4.610288619995117
shake,V216,2a,(a) Agent-Patient,Bob was shaken by Wendy,Wendy shook Bob,-22.28534507751465,-25.44002914428711,3.154684066772461
shock,V334,2a,(b) Theme-Experiencer,Bob was shocked by Wendy,Wendy shocked Bob,-22.088848114013672,-24.177955627441406,2.0891075134277344
shoot,V221,2a,(a) Agent-Patient,Bob was shot by Wendy,Wendy shot Bob,-21.37637710571289,-23.937721252441406,2.5613441467285156
shove,V183,2b,(a) Agent-Patient,Bob was shoved by Wendy,Wendy shoved Bob,-22.292236328125,-27.36604881286621,5.073812484741211
sicken,V335,2b,(b) Theme-Experiencer,Bob was sickened by Wendy,Wendy sickened Bob,-22.865278244018555,-25.83193588256836,2.9666576385498047
slay,V280,2b,(a) Agent-Patient,Bob was slain by Wendy,Wendy slayed Bob,-23.290185928344727,-27.51917266845703,4.228986740112305
slap,V194,2a,(a) Agent-Patient,Bob was slapped by Wendy,Wendy slapped Bob,-22.097978591918945,-27.840532302856445,5.7425537109375
slide,V178,2a,(a) Agent-Patient,Bob was slid by Wendy,Wendy slid Bob,-22.265119552612305,-28.70897102355957,6.443851470947266
smell,V353,2b,(c) Experiencer-Theme,Bob was smelt by Wendy,Wendy smelt Bob,-23.09211540222168,-29.535966873168945,6.443851470947266
soak,V169,2a,(a) Agent-Patient,Bob was soaked by Wendy,Wendy soaked Bob,-22.240938186645508,-28.68478775024414,6.443849563598633
spy on,V364,2a,(c) Experiencer-Theme,Bob was spied on by Wendy,Wendy spied on Bob,-23.527149200439453,-29.386123657226562,5.858974456787109
splash,V165,2a,(a) Agent-Patient,Bob was splashed by Wendy,Wendy splashed Bob,-22.61441421508789,-29.058265686035156,6.443851470947266
splatter,V164,2b,(a) Agent-Patient,Bob was splattered by Wendy,Wendy splattered Bob,-23.40616798400879,-29.850019454956055,6.443851470947266
speak to,V263,2a,(a) Agent-Patient,Bob was spoken to by Wendy,Wendy spoke to Bob,-22.616987228393555,-28.545299530029297,5.928312301635742
spot,V363,2b,(c) Experiencer-Theme,Bob was spotted by Wendy,Wendy spotted Bob,-21.845550537109375,-24.463909149169922,2.618358612060547
spray,V166,2b,(a) Agent-Patient,Bob was sprayed by Wendy,Wendy sprayed Bob,-22.508256912231445,-25.561431884765625,3.0531749725341797
spin,V163,2a,(a) Agent-Patient,Bob was spun by Wendy,Wendy spun Bob,-22.07430648803711,-27.91178321838379,5.83747673034668
squabble with,V252,2a,(a) Agent-Patient,Bob was squabbled with by Wendy,Wendy squabbled with Bob,-26.403322219848633,-32.77460861206055,6.371286392211914
squash,V217,2b,(a) Agent-Patient,Bob was squashed by Wendy,Wendy squashed Bob,-22.748512268066406,-29.19236183166504,6.443849563598633
squeeze,V218,2a,(a) Agent-Patient,Bob was squeezed by Wendy,Wendy squeezed Bob,-22.10933494567871,-27.123779296875,5.014444351196289
squirt,V167,2a,(a) Agent-Patient,Bob was squirted by Wendy,Wendy squirted Bob,-23.290185928344727,-29.734037399291992,6.443851470947266
squish,V219,2b,(a) Agent-Patient,Bob was squished by Wendy,Wendy squished Bob,-23.290185928344727,-29.734037399291992,6.443851470947266
stab,V283,2b,(a) Agent-Patient,Bob was stabbed by Wendy,Wendy stabbed Bob,-22.117210388183594,-25.852523803710938,3.7353134155273438
stare at,V369,2a,(c) Experiencer-Theme,Bob was stared at by Wendy,Wendy stared at Bob,-23.19683837890625,-29.518606185913086,6.321767807006836
startle,V336,2a,(b) Theme-Experiencer,Bob was startled by Wendy,Wendy startled Bob,-22.339933395385742,-24.92961883544922,2.5896854400634766
stop,V226,2b,(a) Agent-Patient,Bob was stopped by Wendy,Wendy stopped Bob,-21.42801856994629,-24.683691024780273,3.2556724548339844
strangle,V284,2a,(a) Agent-Patient,Bob was strangled by Wendy,Wendy strangled Bob,-22.40167808532715,-26.074668884277344,3.6729907989501953
stroke,V207,2a,(a) Agent-Patient,Bob was stroked by Wendy,Wendy stroked Bob,-22.741086959838867,-29.184938430786133,6.443851470947266
